row_number,event_type,health_score,status,description,is_accurate
1917,WARNING,79.34,HEALTHY,Critical tool wear (204min),false
1918,WARNING,79.45,HEALTHY,Critical tool wear (206min),false
1936,WARNING,93.29,HEALTHY,Multi-factor degradation detected,false
1942,WARNING,92.06,HEALTHY,Multi-factor degradation detected,false
1953,WARNING,84.96,HEALTHY,Multi-factor degradation detected,false
1956,WARNING,86.74,HEALTHY,Multi-factor degradation detected,false
1971,WARNING,75.43,HEALTHY,Multi-factor degradation detected,false
1981,WARNING,83.60,HEALTHY,Multi-factor degradation detected,false
1990,WARNING,77.31,HEALTHY,Multi-factor degradation detected,false
1991,WARNING,83.29,HEALTHY,Multi-factor degradation detected,false
1992,WARNING,84.58,HEALTHY,Multi-factor degradation detected,false
1993,WARNING,82.60,HEALTHY,Multi-factor degradation detected,false
1994,WARNING,83.72,HEALTHY,Multi-factor degradation detected,false
1995,WARNING,81.95,HEALTHY,Multi-factor degradation detected,false
1996,WARNING,81.16,HEALTHY,Multi-factor degradation detected,false
1997,FAILURE_CONFIRMED,82.28,HEALTHY,Multi-factor degradation detected,true
2011,WARNING,90.31,HEALTHY,Multi-factor degradation detected,false
2015,WARNING,93.22,HEALTHY,Multi-factor degradation detected,false
2016,FAILURE_CONFIRMED,91.16,HEALTHY,Multi-factor degradation detected,true
2032,WARNING,86.18,HEALTHY,Multi-factor degradation detected,false
2039,WARNING,83.90,HEALTHY,Multi-factor degradation detected,false
2054,WARNING,75.76,HEALTHY,Multi-factor degradation detected,false
2071,WARNING,82.43,HEALTHY,Multi-factor degradation detected,false
2072,WARNING,77.62,HEALTHY,Multi-factor degradation detected,false
2073,FAILURE_CONFIRMED,83.44,HEALTHY,Multi-factor degradation detected,true
2074,WARNING,81.39,HEALTHY,Multi-factor degradation detected,false
2075,WARNING,81.14,HEALTHY,Multi-factor degradation detected,false
2076,FAILURE_CONFIRMED,76.23,HEALTHY,Multi-factor degradation detected,true
2077,WARNING,82.21,HEALTHY,Multi-factor degradation detected,false
2078,WARNING,78.60,HEALTHY,Multi-factor degradation detected,false
2079,WARNING,79.44,HEALTHY,Critical tool wear (201min),false
2080,WARNING,81.04,HEALTHY,Critical tool wear (204min),false
2081,WARNING,69.38,WARNING,Critical tool wear (207min),false
2082,WARNING,78.60,HEALTHY,Critical tool wear (209min),false
2083,WARNING,79.63,HEALTHY,Critical tool wear (212min),false
2097,WARNING,92.85,HEALTHY,Multi-factor degradation detected,false
2099,WARNING,92.94,HEALTHY,Multi-factor degradation detected,false
2103,WARNING,91.49,HEALTHY,Multi-factor degradation detected,false
2126,FAILURE_CONFIRMED,76.94,HEALTHY,Multi-factor degradation detected,true
2131,WARNING,78.18,HEALTHY,Multi-factor degradation detected,false
2143,WARNING,80.75,HEALTHY,Multi-factor degradation detected,false
2152,WARNING,80.77,HEALTHY,Multi-factor degradation detected,false
2153,WARNING,81.80,HEALTHY,Multi-factor degradation detected,false
2154,WARNING,82.05,HEALTHY,Multi-factor degradation detected,false
2155,WARNING,74.56,HEALTHY,Multi-factor degradation detected,false
2156,WARNING,80.36,HEALTHY,Multi-factor degradation detected,false
2157,WARNING,81.59,HEALTHY,Critical tool wear (201min),false
2158,WARNING,72.63,HEALTHY,Critical tool wear (204min),false
2159,WARNING,78.69,HEALTHY,Critical tool wear (207min),false
2160,WARNING,78.29,HEALTHY,Critical tool wear (210min),false
2161,WARNING,79.53,HEALTHY,Critical tool wear (213min),false
2162,WARNING,79.14,HEALTHY,Critical tool wear (215min),false
2163,WARNING,78.74,HEALTHY,Critical tool wear (217min),false
2164,WARNING,78.30,HEALTHY,Critical tool wear (219min),false
2165,WARNING,77.95,HEALTHY,Critical tool wear (221min),false
2166,WARNING,76.09,HEALTHY,Critical tool wear (223min),false
2167,FAILURE_CONFIRMED,69.00,WARNING,Critical tool wear (225min),true
2183,WARNING,91.45,HEALTHY,Multi-factor degradation detected,false
2200,WARNING,84.22,HEALTHY,Multi-factor degradation detected,false
2212,WARNING,77.28,HEALTHY,Multi-factor degradation detected,false
2218,WARNING,77.29,HEALTHY,Multi-factor degradation detected,false
2222,WARNING,74.32,HEALTHY,Multi-factor degradation detected,false
2232,WARNING,79.78,HEALTHY,Multi-factor degradation detected,false
2235,WARNING,84.98,HEALTHY,Multi-factor degradation detected,false
2236,WARNING,84.63,HEALTHY,Multi-factor degradation detected,false
2237,WARNING,84.11,HEALTHY,Multi-factor degradation detected,false
2238,WARNING,81.67,HEALTHY,Multi-factor degradation detected,false
2239,WARNING,81.45,HEALTHY,Multi-factor degradation detected,false
2240,WARNING,81.10,HEALTHY,Multi-factor degradation detected,false
2241,WARNING,82.59,HEALTHY,Multi-factor degradation detected,false
2242,WARNING,78.65,HEALTHY,Multi-factor degradation detected,false
2243,WARNING,79.85,HEALTHY,Multi-factor degradation detected,false
2244,WARNING,80.25,HEALTHY,Critical tool wear (201min),false
2245,FAILURE_CONFIRMED,81.10,HEALTHY,Critical tool wear (203min),true
2249,WARNING,91.59,HEALTHY,Multi-factor degradation detected,false
2259,WARNING,91.61,HEALTHY,Multi-factor degradation detected,false
2267,WARNING,90.06,HEALTHY,Multi-factor degradation detected,false
2281,WARNING,85.63,HEALTHY,Multi-factor degradation detected,false
2286,WARNING,83.84,HEALTHY,Multi-factor degradation detected,false
2287,WARNING,80.64,HEALTHY,Multi-factor degradation detected,false
2300,FAILURE_CONFIRMED,76.62,HEALTHY,Multi-factor degradation detected,true
2307,WARNING,82.33,HEALTHY,Multi-factor degradation detected,false
2309,WARNING,82.69,HEALTHY,Multi-factor degradation detected,false
2318,WARNING,83.41,HEALTHY,Multi-factor degradation detected,false
2319,WARNING,82.75,HEALTHY,Multi-factor degradation detected,false
2320,WARNING,81.51,HEALTHY,Multi-factor degradation detected,false
2321,WARNING,83.93,HEALTHY,Multi-factor degradation detected,false
2322,WARNING,80.86,HEALTHY,Multi-factor degradation detected,false
2323,WARNING,82.49,HEALTHY,Multi-factor degradation detected,false
2324,WARNING,80.64,HEALTHY,Multi-factor degradation detected,false
2325,WARNING,79.71,HEALTHY,Critical tool wear (201min),false
2326,WARNING,79.86,HEALTHY,Critical tool wear (203min),false
2327,WARNING,78.61,HEALTHY,Critical tool wear (205min),false
2328,WARNING,78.42,HEALTHY,Critical tool wear (208min),false
2329,WARNING,79.81,HEALTHY,Critical tool wear (211min),false
2330,WARNING,79.46,HEALTHY,Critical tool wear (213min),false
2331,WARNING,77.32,HEALTHY,Critical tool wear (215min),false
2332,FAILURE_CONFIRMED,76.23,HEALTHY,Critical tool wear (218min),true
2333,FAILURE_CONFIRMED,76.29,HEALTHY,Critical tool wear (220min),true
2334,WARNING,76.59,HEALTHY,Critical tool wear (222min),false
2335,WARNING,77.47,HEALTHY,Critical tool wear (224min),false
2344,WARNING,91.51,HEALTHY,Multi-factor degradation detected,false
2356,WARNING,91.59,HEALTHY,Multi-factor degradation detected,false
2379,WARNING,82.40,HEALTHY,Multi-factor degradation detected,false
2381,WARNING,78.15,HEALTHY,Multi-factor degradation detected,false
2406,WARNING,85.16,HEALTHY,Multi-factor degradation detected,false
2407,WARNING,84.77,HEALTHY,Multi-factor degradation detected,false
2408,WARNING,83.16,HEALTHY,Multi-factor degradation detected,false
2409,WARNING,81.67,HEALTHY,Multi-factor degradation detected,false
2410,WARNING,82.04,HEALTHY,Multi-factor degradation detected,false
2411,WARNING,81.55,HEALTHY,Multi-factor degradation detected,false
2412,WARNING,82.86,HEALTHY,Multi-factor degradation detected,false
2413,WARNING,81.04,HEALTHY,Multi-factor degradation detected,false
2414,WARNING,73.85,HEALTHY,Multi-factor degradation detected,false
2427,FAILURE_CONFIRMED,91.30,HEALTHY,Multi-factor degradation detected,true
2445,FAILURE_CONFIRMED,84.58,HEALTHY,Multi-factor degradation detected,true
2446,WARNING,88.14,HEALTHY,Multi-factor degradation detected,false
2473,WARNING,77.36,HEALTHY,Multi-factor degradation detected,false
2478,WARNING,83.66,HEALTHY,Multi-factor degradation detected,false
2489,WARNING,82.60,HEALTHY,Multi-factor degradation detected,false
2490,WARNING,84.21,HEALTHY,Multi-factor degradation detected,false
2491,WARNING,81.82,HEALTHY,Multi-factor degradation detected,false
2492,WARNING,82.44,HEALTHY,Multi-factor degradation detected,false
2493,WARNING,75.85,HEALTHY,Multi-factor degradation detected,false
2494,WARNING,79.89,HEALTHY,Critical tool wear (204min),false
2495,FAILURE_CONFIRMED,78.32,HEALTHY,Critical tool wear (207min),true
2496,WARNING,80.30,HEALTHY,Critical tool wear (209min),false
2497,WARNING,79.76,HEALTHY,Critical tool wear (212min),false
2498,WARNING,79.24,HEALTHY,Critical tool wear (215min),false
2499,WARNING,77.24,HEALTHY,Critical tool wear (218min),false
2500,WARNING,76.74,HEALTHY,Critical tool wear (220min),false
2501,WARNING,76.30,HEALTHY,Critical tool wear (223min),false
2502,WARNING,77.54,HEALTHY,Critical tool wear (225min),false
2503,FAILURE_CONFIRMED,75.26,HEALTHY,Critical tool wear (228min),true
2561,WARNING,75.41,HEALTHY,Multi-factor degradation detected,false
2577,WARNING,84.96,HEALTHY,Multi-factor degradation detected,false
2578,WARNING,84.58,HEALTHY,Multi-factor degradation detected,false
2579,WARNING,82.86,HEALTHY,Multi-factor degradation detected,false
2580,WARNING,76.05,HEALTHY,Multi-factor degradation detected,false
2581,WARNING,79.88,HEALTHY,Multi-factor degradation detected,false
2582,FAILURE_CONFIRMED,75.85,HEALTHY,Multi-factor degradation detected,true
2583,WARNING,81.71,HEALTHY,Multi-factor degradation detected,false
2584,WARNING,80.76,HEALTHY,Multi-factor degradation detected,false
2585,WARNING,80.94,HEALTHY,Multi-factor degradation detected,false
2586,WARNING,82.06,HEALTHY,Multi-factor degradation detected,false
2587,WARNING,81.54,HEALTHY,Critical tool wear (202min),false
2588,WARNING,70.07,HEALTHY,Critical tool wear (204min),false
2589,WARNING,77.27,HEALTHY,Critical tool wear (206min),false
2590,WARNING,69.36,WARNING,Critical tool wear (208min),false
2599,FAILURE_CONFIRMED,90.94,HEALTHY,Multi-factor degradation detected,true
2617,WARNING,86.37,HEALTHY,Multi-factor degradation detected,false
2624,WARNING,83.96,HEALTHY,Multi-factor degradation detected,false
2637,WARNING,76.57,HEALTHY,Multi-factor degradation detected,false
2641,WARNING,78.09,HEALTHY,Multi-factor degradation detected,false
2651,WARNING,79.99,HEALTHY,Multi-factor degradation detected,false
2659,WARNING,84.68,HEALTHY,Multi-factor degradation detected,false
2660,WARNING,82.85,HEALTHY,Multi-factor degradation detected,false
2661,WARNING,75.81,HEALTHY,Multi-factor degradation detected,false
2662,WARNING,83.15,HEALTHY,Multi-factor degradation detected,false
2663,WARNING,82.63,HEALTHY,Multi-factor degradation detected,false
2664,WARNING,80.40,HEALTHY,Multi-factor degradation detected,false
2665,WARNING,81.75,HEALTHY,Multi-factor degradation detected,false
2666,WARNING,70.14,HEALTHY,Critical tool wear (201min),false
2667,WARNING,78.89,HEALTHY,Critical tool wear (203min),false
2668,WARNING,80.09,HEALTHY,Critical tool wear (208min),false
2669,WARNING,77.82,HEALTHY,Critical tool wear (211min),false
2670,WARNING,79.09,HEALTHY,Critical tool wear (214min),false
2671,WARNING,76.72,HEALTHY,Critical tool wear (219min),false
2672,FAILURE_CONFIRMED,77.86,HEALTHY,Critical tool wear (221min),true
2700,WARNING,90.06,HEALTHY,Multi-factor degradation detected,false
2704,WARNING,90.15,HEALTHY,Multi-factor degradation detected,false
2706,WARNING,87.30,HEALTHY,Multi-factor degradation detected,false
2713,WARNING,86.35,HEALTHY,Multi-factor degradation detected,false
2715,WARNING,85.04,HEALTHY,Multi-factor degradation detected,false
2733,WARNING,77.43,HEALTHY,Multi-factor degradation detected,false
2751,WARNING,84.73,HEALTHY,Multi-factor degradation detected,false
2752,WARNING,82.00,HEALTHY,Multi-factor degradation detected,false
2753,WARNING,75.33,HEALTHY,Multi-factor degradation detected,false
2754,WARNING,79.32,HEALTHY,Multi-factor degradation detected,false
2755,WARNING,81.12,HEALTHY,Multi-factor degradation detected,false
2756,WARNING,81.75,HEALTHY,Multi-factor degradation detected,false
2757,WARNING,77.73,HEALTHY,Critical tool wear (201min),false
2758,WARNING,81.00,HEALTHY,Critical tool wear (203min),false
2759,WARNING,79.41,HEALTHY,Critical tool wear (205min),false
2760,WARNING,80.21,HEALTHY,Critical tool wear (208min),false
2761,WARNING,79.78,HEALTHY,Critical tool wear (210min),false
2762,FAILURE_CONFIRMED,69.75,WARNING,Critical tool wear (212min),true
2763,WARNING,79.07,HEALTHY,Critical tool wear (214min),false
2764,WARNING,77.16,HEALTHY,Critical tool wear (216min),false
2815,WARNING,80.04,HEALTHY,Multi-factor degradation detected,false
2824,WARNING,74.79,HEALTHY,Multi-factor degradation detected,false
2840,WARNING,84.30,HEALTHY,Multi-factor degradation detected,false
2841,WARNING,83.78,HEALTHY,Multi-factor degradation detected,false
2842,WARNING,79.48,HEALTHY,Multi-factor degradation detected,false
2843,WARNING,80.32,HEALTHY,Multi-factor degradation detected,false
2844,WARNING,82.32,HEALTHY,Multi-factor degradation detected,false
2845,WARNING,81.97,HEALTHY,Multi-factor degradation detected,false
2846,WARNING,79.20,HEALTHY,Multi-factor degradation detected,false
2847,WARNING,81.28,HEALTHY,Multi-factor degradation detected,false
2848,WARNING,80.84,HEALTHY,Critical tool wear (202min),false
2849,WARNING,74.29,HEALTHY,Critical tool wear (204min),false
2850,WARNING,76.16,HEALTHY,Critical tool wear (207min),false
2851,WARNING,78.36,HEALTHY,Critical tool wear (209min),false
2852,WARNING,77.49,HEALTHY,Critical tool wear (211min),false
2853,WARNING,76.94,HEALTHY,Critical tool wear (213min),false
2854,WARNING,78.34,HEALTHY,Critical tool wear (216min),false
2855,WARNING,77.81,HEALTHY,Critical tool wear (219min),false
2856,WARNING,77.46,HEALTHY,Critical tool wear (221min),false
2857,WARNING,75.84,HEALTHY,Critical tool wear (223min),false
2858,WARNING,76.33,HEALTHY,Critical tool wear (228min),false
2859,FAILURE_CONFIRMED,73.65,HEALTHY,Critical tool wear (231min),true
2860,WARNING,75.28,HEALTHY,Critical tool wear (233min),false
2861,WARNING,73.15,HEALTHY,Critical tool wear (235min),false
2862,WARNING,73.96,HEALTHY,Critical tool wear (240min),false
2863,CRITICAL,65.41,WARNING,Critical tool wear (242min),false
2864,CRITICAL,73.35,HEALTHY,Critical tool wear (244min),false
2865,FAILURE_CONFIRMED,71.42,HEALTHY,Critical tool wear (246min),true
2880,FAILURE_CONFIRMED,90.65,HEALTHY,Multi-factor degradation detected,true
2909,WARNING,78.32,HEALTHY,Multi-factor degradation detected,false
2916,WARNING,73.76,HEALTHY,Multi-factor degradation detected,false
2933,WARNING,84.11,HEALTHY,Multi-factor degradation detected,false
2934,WARNING,80.02,HEALTHY,Multi-factor degradation detected,false
2935,WARNING,83.32,HEALTHY,Multi-factor degradation detected,false
2936,WARNING,80.66,HEALTHY,Multi-factor degradation detected,false
2937,WARNING,80.46,HEALTHY,Multi-factor degradation detected,false
2938,WARNING,77.59,HEALTHY,Multi-factor degradation detected,false
2939,WARNING,80.18,HEALTHY,Multi-factor degradation detected,false
2940,WARNING,80.96,HEALTHY,Multi-factor degradation detected,false
2941,WARNING,69.33,WARNING,Critical tool wear (201min),false
2942,FAILURE_CONFIRMED,71.76,HEALTHY,Critical tool wear (203min),true
2984,WARNING,78.62,HEALTHY,Multi-factor degradation detected,false
2994,WARNING,75.92,HEALTHY,Multi-factor degradation detected,false
2998,WARNING,81.34,HEALTHY,Multi-factor degradation detected,false
3000,WARNING,80.89,HEALTHY,Multi-factor degradation detected,false
3001,FAILURE_CONFIRMED,79.02,HEALTHY,Multi-factor degradation detected,true
3009,WARNING,84.36,HEALTHY,Multi-factor degradation detected,false
3010,WARNING,83.84,HEALTHY,Multi-factor degradation detected,false
3011,WARNING,83.40,HEALTHY,Multi-factor degradation detected,false
3012,WARNING,81.08,HEALTHY,Multi-factor degradation detected,false
3013,WARNING,82.47,HEALTHY,Multi-factor degradation detected,false
3014,WARNING,80.40,HEALTHY,Multi-factor degradation detected,false
3015,WARNING,81.69,HEALTHY,Multi-factor degradation detected,false
3016,WARNING,79.53,HEALTHY,Multi-factor degradation detected,false
3017,WARNING,79.22,HEALTHY,Multi-factor degradation detected,false
3018,WARNING,78.51,HEALTHY,Critical tool wear (202min),false
3019,WARNING,80.25,HEALTHY,Critical tool wear (204min),false
3020,FAILURE_CONFIRMED,77.32,HEALTHY,Critical tool wear (207min),true
3021,WARNING,79.50,HEALTHY,Critical tool wear (209min),false
3022,WARNING,77.20,HEALTHY,Critical tool wear (211min),false
3023,WARNING,75.27,HEALTHY,Critical tool wear (213min),false
3024,WARNING,74.98,HEALTHY,Critical tool wear (215min),false
3025,WARNING,78.05,HEALTHY,Critical tool wear (217min),false
3026,WARNING,75.80,HEALTHY,Critical tool wear (219min),false
3027,WARNING,69.12,WARNING,Critical tool wear (221min),false
3029,WARNING,92.31,HEALTHY,Multi-factor degradation detected,false
3050,WARNING,91.75,HEALTHY,Multi-factor degradation detected,false
3062,WARNING,86.36,HEALTHY,Multi-factor degradation detected,false
3073,WARNING,81.50,HEALTHY,Multi-factor degradation detected,false
3079,WARNING,79.07,HEALTHY,Multi-factor degradation detected,false
3080,WARNING,78.59,HEALTHY,Multi-factor degradation detected,false
3085,WARNING,76.27,HEALTHY,Multi-factor degradation detected,false
3098,WARNING,82.78,HEALTHY,Multi-factor degradation detected,false
3099,WARNING,82.08,HEALTHY,Multi-factor degradation detected,false
3100,WARNING,83.61,HEALTHY,Multi-factor degradation detected,false
3101,WARNING,83.14,HEALTHY,Multi-factor degradation detected,false
3102,WARNING,82.82,HEALTHY,Multi-factor degradation detected,false
